id,name,category,flavors,molecules_count,sample_molecules
305,Laurel,Plant,"acetone, acid, acidic, alcohol, alcoholic, aldehydic, alkane, almond, ammoniacal, angelica, animal, anise, apple, apricot, balsam, balsamic, banana, basil, beef, bergamot, berry, bitter, bland, blossom, blueberry, bois de rose, bready, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, caraway, carnation, cedar, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citric, citrus, civet, clove, clover, cocoa, coconut, coffee, cooked potato, cool, cooling, creamy, cucumber, cultured dairy, cumin, cut grass, decomposing cabbage, deep, dewy, dirty, dry, earth, earthy, ether, ethereal, eucalyptus, faint, fat, fatty, fecal, feet, fennel, fermented, fir needle, fish, fishy, floral, flower, foliage, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grape skin, grapefruit, grass, grassy, green, harsh, hawthorne, hay, hazelnut, heavy, herb, herbal, honey, honeysuckle, horseradish, hyacinth, intensely, jam, jasmine, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, lime, linalool, linden, magnolia, malt, malty, medical, medicinal, medicine, melon, menthol, mentholic, mesquite, metallic, mild, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, natural, neroli, new mown hay, nutmeg, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, petitgrain, phenolic, pine, pine needle, pineapple, plastic, plum, potato, powdery, prune, pungent, putrid, rancid, raspberry, red hots, resin, resinous, roasted, rose, rose dried, rose flower, rose water, rubber, rum, rummy, sassafrass, sharp, shrimp, sickening, soap, soapy, solvent, soup, sour, soy, spice, spicy, stinky, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, terpentine, terpineol, thyme, thymol, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, vinegar, walnut, warm, wax, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody, yeast",209,"coumarin, Thymol, Methyl Benzoate, Tetradecane, AC1L9CNW, 3-Hexanone, Methyl cis-cinnamate, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
306,Myrtle,Plant,"almond, anise, apple, apricot, balsam, balsamic, banana, bergamot, berry, bitter, blossom, camphor, cananga, carnation, cherry, chocolate, cinnamon, citrus, clove, coconut, coumarin, creamy, dewy, dry, dust, earthy, ester, ether, eucalyptus, floral, flower, fresh, fruit, fruity, geranium, grape skin, grapefruit, green, harsh, hay, herb, herbal, honey, jam, lavender, lemon, lettuce, lime, magnolia, medical, mesquite, mint, minty, must, musty, natural, neroli, oily, ozone, peach, pear, pepper, peppery, phenol, phenolic, pine, pineapple, plastic, plum, prune, raspberry, resin, resinous, rose, rubber, soapy, spice, spicy, sweet, terpene, thymol, tonka, tropical, turpentine, vanilla, warm, wax, waxy, wintergreen, wood, woody",30,"Methyl butyrate, Methyl Benzoate, Isobutyl isobutyrate, Geranyl Acetate, Methyleugenol, Geraniol, Citronellyl acetate, Myrcene, Alpha-Pinene, 2-(4-methylphenyl)propan-2-ol"
307,Olive,Plant,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, bean, beef, berry, bitter, bland, blueberry, bois de rose, bready, brown, burnt, burnt sugar, butter, butterscotch, cabbage, camomile, camphor, camphoraceous, cananga, candy, caramel, carnation, celery, cheese, cheesy, chemical, cherry, chicken, chocolate, cinnamic, cinnamon, citral, citrus, civet, clean, clove, clover, cocoa, coconut, coffee, cognac, cooked potato, cool, cranberry, creamy, cut grass, dairy, decomposing cabbage, deep, dry, dusty, earthy, ether, ethereal, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, foliage, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grape skin, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, horseradish, hot milk, hyacinth, intensely, jammy, jasmine, juicy, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, mango, medical, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, natural, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, orris, overripe fruit, ozone, paint, pastry, peach, peanut, pear, peely, peony, pepper, peppermint, peppery, petal, phenolic, pineapple, plum, potato, powdery, prune, pungent, radish, rancid, raspberry, raw, red hots, resin, ripe, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, soapy, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, tea, thyme, tobacco, tomato, tonka, tropical, tutti frutti, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, waxy, weedy, wet, whiskey, wild, wine, wine-lee, wintergreen, wood, woody",155,"coumarin, Methyl Benzoate, Vanillic acid, 3-Hexanone, Isoamyl Isovalerate, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, (-)-Epigallocatechin"
308,Pine,Plant,"acetic, acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, baked, balsam, balsamic, banana, beef, bergamot, berry, bitter, bland, borneol, bread, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cedar, cheese, cheesy, cherry, chicken, chocolate, cinnamic, cinnamon, citral, citric, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, cotton, cream, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fennel, fish, fishy, floral, flower, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorn, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jam, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, lime, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pine, pine needle, pineapple, plastic, potato, powdery, prune, pungent, rancid, raspberry, raw, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sassafrass, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, terpenic, terpentine, thyme, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, walnut, warm, wax, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",120,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
309,Sassafras,Plant,"almond, anise, bergamot, berry, bitter, bready, burnt sugar, camphor, cherry, citrus, fermented, floral, fruit, fruity, geranium, green, herbal, lavender, malt, medicinal, minty, nutty, phenolic, pungent, rose, sassafrass, sharp, spice, spicy, strong, sweet, warm, waxy, woody",7,"Pentanal, benzaldehyde, Linalyl Acetate, safrole, D-Camphor, Geranyl Acetate, Geraniol"
310,Tea,Plant,"acacia, acetone, acetophenone, acid, acidic, acrylic, alcohol, alcoholic, aldehydic, alkane, almond, almond shell, amber, amine, ammoniacal, angelica, animal, anise, anisic, apple, apple peel, apple skin, apricot, bacon, baked, balsam, balsamic, banana, banana peel, barley, bay oil, bean, beany, beef, beefy, benzaldehyde, bergamot, berry, bitter, bitter almond, black currant, black tea, blackcurrant, bland, blossom, blueberry, boiled vegetable, bois de rose, borneol, brandy, bread, bready, broccoli, brown, burnt, burnt almonds, burnt sugar, butter, butterscotch, buttery, butyric, cabbage, camomile, camphor, camphoraceous, camphoreous, cananga, candy, caramel, caramellic, caraway, carnation, castoreum, cat, catty, cedar, celery, cheese, cheesy, chemical, cherry, chicken, chip, chocolate, cinnamic, cinnamon, cinnamyl, cistus, citral, citric, citrus, civet, clary, clean, clove, clover, cocoa, coconut, coffee, cognac, cooked, cooked potato, cool, cooling, coriander, corn, cotton, cotton candy, coumarin, cranberry, cream, creamy, cucumber, cultured dairy, cumin, curry, cut grass, dairy, damascone, decomposing cabbage, deep, dewy, dill, dirty, dry, dusty, earth, earthy, ether, ethereal, extremely sweet, faint, fat, fatty, fecal, feet, fenchyl, fennel, fermented, fish, fishy, floral, flower, foliage, formyl, fragrant, fresh, fried, fruit, fruity, fungal, fusel, gardenia, garlic, gasoline, gassy, geranium, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorn, hawthorne, hay, hazelnut, heavy, herb, herbaceous, herbal, honey, honeysuckle, horseradish, hot milk, hyacinth, indole, intensely, iris, jam, jasmin, jasmine, labdanum, lactonic, lard, laundry, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, lime, linden, logenberry, magnolia, mahogany, malt, malty, maple, marshmallow, meat, meaty, medical, medicinal, medicine, melon, menthol, mentholic, mesquite, metal, metallic, mignonette, mild, milk, milky, mimosa, mint, minty, mold, moldy, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, myrrh, naphthelene, naphthyl, narcissus, natural, neroli, new mown hay, nut, nut skin, nutmeg, nutty, oakmoss, odorless, oil, oily, onion, orange, orange flower, orange peel, orchid, oriental, orris, others, ozone, paint, parsley, peach, peanut, peanut butter, pear, peely, peony, pepper, peppermint, peppery, petal, petitgrain, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, powerful, privet, prune, pumpkin, pungent, putrid, radish, rancid, raspberry, raw, red fruit, red hots, resin, resinous, ripe apricot, roast, roast beef, roasted, roasted meat, roasted nut, roasted nuts, roquefort cheese, rose, rose bud, rose dried, rose flower, rose oxide, rose water, rosemary, rubber, rubbery, rum, saffron, sappy, sassafrass, scallion, seaweed, seedy, sharp, shrimp, sickening, smoke, smoky, soap, soapy, solvent, soup, sour, soybean, spearmint, spice, spicy, stinky, storax, straw, strawberry, strong, sugar, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, tart, tea, terpene, thujone, thyme, thymol, toasted, tobacco, tomato, tonka, tropical, truffle, turpentine, unpleasant, unripe banana, unripe plum, vanilla, vegetable, very mild, very strong, vinegar, vinous, violet, walnut, warm, watercress, wax, waxy, weedy, wet, whiskey, wild, wine, wine-lee, wine_like, winey, wintergreen, wood, woody",391,"Bis(2-methyl-3-furyl)disulfide, Angelic acid, alpha-Maltose, Isopentyl formate, (-)-Borneol, daidzein, 4,4,7a-Trimethyl-5,6,7,7a-tetrahydrobenzofuran-2(4H)-one, Pyridine, benzaldehyde, benzyl alcohol"
311,Fermented Tea,Plant Derivative,"allspice, almond shell, anise, balsam, beany, bitter, chemical, cistus, clove, cocoa, cortex, fishy, fresh, green, herb, herbal, honey, labdanum, leaf, medical, metallic, musty, narcissus, neroli, nutty, pepper, phenol, phenolic, powdery, pungent, radish, rose, rosemary, sharp, soapy, spicy, sweet, tea, thujone, tobacco, woody",8,"2-Methoxy-4-Propylphenol, Safranal, 2-Phenyl-2-Butenal, 2,2,6-Trimethylcyclohexanone, 4-Vinylphenol, Methyl jasmonate, 1125-21-9, Geranyl formate"
312,Tobacco,Plant,"acetic, acid, acidic, aldehydic, almond, animal, anise, apple, baked, balsam, balsamic, banana, berry, bitter, bois de rose, bread, burnt, burnt almonds, butter, camphor, camphoraceous, caramel, caramellic, cedarwood, celery, cheese, cheesy, cherry, chocolate, cinnamon, citrus, civet, clean, clove, cocoa, coconut, coffee, cooling, cotton candy, coumarin, creamy, curry, dry, dusty, earthy, extremely sweet, fat, fatty, fecal, feet, fennel, floral, flower, foliage, fragrant, fresh, fruity, grapefruit, grass, green, hazelnut, heavy, heliotrope, herbaceous, herbal, honey, honeysuckle, hyacinth, jam, lard, leafy, leather, licorice, lilac, lily, malt, maple, meaty, medical, medicinal, medicine, metallic, mint, mushroom, musty, nut, nutty, oakmoss, oily, orange, orchid, peanut, phenol, phenolic, pine, pineapple, plastic, plum, potato, powdery, pungent, rancid, rhubarb, roast, roast beef, roasted nut, roasted nuts, roquefort cheese, rose, rose dried, rose flower, rose water, rosy, rubber, seedy, sharp, slightly fruity, smoke, smoky, soap, soapy, sour, soybean, spice, spicy, stinky, strawberry, strong, sugar, sweat, sweaty, sweet, tallow, tea, tobacco, tropical, vanilla, vegetable, violet, walnut, watercress, waxy, wet, wine_like, wintergreen, woody",46,"2-Furaldehyde, 2-Methylhexanoic Acid, 4883-60-7, trans,trans-2,4-Heptadienal, Tetrahydrolinalool, 2,6-Dimethylpyrazine, o-cresol, 2-Heptanone, Isophorone, 2-Phenylethanol"
313,Watercress,Plant,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, cabbage, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coconut, coffee, cooked potato, cool, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, gooseberry, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbaceous, herbal, honey, honeysuckle, horseradish, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, meaty, medical, medicine, melon, menthol, mentholic, metallic, mild, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, new mown hay, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenol, phenolic, pineapple, plastic, potato, powdery, prune, pungent, putrid, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, soapy, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, vinegar, walnut, warm, watercress, waxy, weedy, whiskey, wine, wine-lee, wine_like, wintergreen, wood, woody",105,"coumarin, Daidzin, Styrene, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, 2',4'-Dimethylacetophenone, Citral, Phenethyl isothiocyanate, 3-Hexanone"
314,Creosote,Plant Derivative,"animal, anise, bacon, baked, balsam, benzaldehyde, bitter, bread, candy, caramel, carnation, civet, clove, cotton, ethereal, fecal, fruity, geranium, green, herbal, indole, jam, leather, medical, medicinal, mesquite, mothball, nutty, phenolic, pungent, rose, smoky, spice, sweet, vanilla, very strong, warm",7,"2-Methoxy-4-Methylphenol, 3-Methylindole, Pyrrole, Maltol, 3-Methylcyclopentane-1,2-dione, Biphenyl, Isoquinoline"
315,Honey,Plant Derivative,"acid, acidic, alcohol, alcoholic, aldehydic, almond, animal, apple, apricot, baked, balsam, balsamic, banana, bergamot, berry, bitter, blackcurrant, bland, bread, bready, burnt, butter, buttery, camphoraceous, cananga, caramel, celery, cheese, cheesy, chemical, chocolate, citrus, clover, cocoa, coffee, cognac, cooling, cream, creamy, cucumber, dairy, dry, earthy, ether, ethereal, fat, fatty, feet, fermented, fishy, floral, flower, fragrant, fresh, fruit, fruity, fusel, gasoline, geranium, grapefruit, grass, grassy, green, harsh, hawthorn, hawthorne, herb, herbaceous, herbal, honey, hop_oil, hyacinth, juicy, leafy, lemon, lettuce, lilac, magnolia, malt, malty, meaty, melon, mentholic, metal, mild, milky, minty, mushroom, musty, natural, neroli, nutty, oil, orange, papaya, peach, peanut, pear, peppermint, phenol, phenolic, pineapple, plastic, plum, potato, powdery, powerful, prune, pungent, rancid, raspberry, ripe, rose, rose dried, rose flower, rose water, rubber, rum, rummy, solvent, sour, soy, spice, spicy, stinky, strawberry, strong, sweat, sweaty, sweet, tallow, tobacco, tropica, tropical, unripe banana, vanilla, vegetable, very mild, vinegar, vinous, waxy, whiskey, wine, wine_like, wintergreen, woody, yeast",60,"2-Furaldehyde, Pentyl formate, Isoamyl butyrate, Methyl Propionate, Styrene, Methyl butyrate, Methyl Benzoate, 1-propanol, Ethyl Butyrate, Propyl Isobutyrate"
316,Macaroni,Plant Derivative,"bitter, odorless",3,"L-phenylalanine, L-histidine, Dl-Phenylalanine"
317,Mustard Oil,Plant Derivative,"bitter, garlic, horseradish, mustard, pungent, strong, sulfur",2,"4-Pentenyl isothiocyanate, Allyl Isothiocyanate"
318,Peanut Butter,Plant Derivative,"aldehydic, almond shell, banana, bread, cabbage, caramellic, chemical, chocolate, cinnamon, citrus, coumarin, cucumber, earthy, ethereal, fat, fatty, floral, fresh, fruity, green, hazelnut, herbaceous, herbal, leaf, licorice, malt, meaty, medical, musty, nut, nutty, odorless, onion, peach, phenolic, putrid, roasted, sour, spicy, sulfurous, sweet, toasted, vegetable, walnut, waxy, wine_like, woody",9,"trans,trans-2,4-Heptadienal, 4-Vinylphenol, Isopropenylpyrazine, L-aspartic acid, Dimethyl disulfide, 2,5-Diethyl-3-Methylpyrazine, trans-2-Octenal, 3-Methylbutanal, 2-Acetylpyrrole"
319,Peanut Oil,Plant Derivative,"alcohol, alcoholic, aldehydic, almond, apple, banana, bay oil, bitter, celery, cheese, cheesy, cinnamon, citrus, clean, cocoa, coconut, cucumber, cultured dairy, dirty, dusty, earthy, ether, ethereal, faint, fat, fatty, fishy, floral, flower, fresh, fried, fruit, fruity, fusel, green, hazelnut, jasmin, lard, laundry, leafy, lemongrass, meat, melon, metal, mild, mushroom, musty, nut, nutty, odorless, oil, oily, orange, pepper, plum, potato, powerful, pumpkin, pungent, rancid, resin, rose, rubber, slightly waxy, soapy, solvent, sour, sweat, sweet, vegetable, wax, waxy, wet, whiskey, wine, woody",20,"2-Pentadecanone, 1-Nonanol, 6-Methyl-5-Hepten-2-One, 1-Hexanol, stearic acid, Propionaldehyde, Tetradecanoic acid, 2-Pentanone, trans,trans-2,4-Heptadienal, lauric acid"
